EW2019;
Amtliches Endergebnis;
Nr;Gebiet;gehört zu;Wahlberechtigte;;Wähler/-innen;;Ungültige;;Gültige;;Christlich Demokratische Union Deutschlands;;Sozialdemokratische Partei Deutschlands;;BÜNDNIS 90/DIE GRÜNEN;;DIE LINKE;;Alternative für Deutschland;;Christlich-Soziale Union in Bayern e.V.;;Freie Demokratische Partei;;FREIE WÄHLER;;Piratenpartei Deutschland;;PARTEI MENSCH UMWELT TIERSCHUTZ;;Nationaldemokratische Partei Deutschlands;;Familien-Partei Deutschlands;;Ökologisch-Demokratische Partei;;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;Ab jetzt...Demokratie durch Volksabstimmung - Politik für die Menschen;;Bayernpartei;;Deutsche Kommunistische Partei;;Marxistisch-Leninistische Partei Deutschlands;;Sozialistische Gleichheitspartei, Vierte Internationale;;Aktion Partei für Tierschutz – DAS ORIGINAL;;Allianz für Menschenrechte, Tier- und Naturschutz;;Bündnis C - Christen für Deutschland;;Bündnis für Innovation & Gerechtigkeit;;Bündnis Grundeinkommen - Die Grundeinkommenspartei;;Demokratie DIREKT!;;Demokratie in Europa - DiEM25;;DER DRITTE WEG;;Die Grauen – Für alle Generationen;;DIE RECHTE – Partei für Volksabstimmung, Souveränität und Heimatschutz;;Die Violetten;;Europäische Partei LIEBE;;Feministische Partei DIE FRAUEN;;Graue Panther;;LKR - Bernd Lucke und die Liberal-Konservativen Reformer;;Menschliche Welt - für das Wohl und Glücklichsein aller;;Neue Liberale – Die Sozialliberalen;;Ökologische Linke;;Partei der Humanisten;;PARTEI FÜR DIE TIERE DEUTSCHLAND;;Partei für Gesundheitsforschung;;Volt Deutschland;;Übrige;;
03457;Leer;03;131488;129177;73354;63222;640;1117;72714;62105;19629;21278;18618;25499;14554;5257;2683;2070;6572;3287;;;3381;1190;363;192;409;655;1114;744;138;454;610;292;314;123;1786;269;107;148;51;21;26;35;7;6;16;13;224;;109;;184;;20;;61;;50;;129;;8;;135;;58;;57;;62;;101;;146;;140;;44;;19;;44;;104;;163;;91;;387;;;572;
03458;Oldenburg;03;101026;99395;63567;54677;287;534;63280;54143;18017;21348;11426;16340;16006;6282;2323;1943;4914;3321;;;4327;1837;716;359;354;637;973;659;88;313;466;335;300;95;1310;270;90;103;47;20;13;20;5;16;10;12;190;;94;;46;;22;;44;;51;;132;;9;;127;;26;;42;;49;;80;;130;;149;;46;;32;;43;;107;;103;;94;;279;;;233;
03459;Osnabrück;03;272973;271647;171071;143832;1109;1134;169962;142698;61372;66219;33789;43233;38162;13056;5296;4770;9553;5135;;;8456;3906;784;404;881;1513;1806;1108;248;647;1189;630;580;245;3181;495;179;234;123;51;41;53;24;22;21;12;351;;201;;329;;119;;113;;73;;299;;14;;238;;90;;104;;137;;208;;196;;172;;101;;63;;99;;220;;288;;219;;643;;;965;
03460;Vechta;03;101152;99942;65089;51475;367;415;64722;51060;31667;33260;7671;8139;11755;3225;1522;1269;3927;1793;;;3733;1371;326;280;309;436;523;290;61;187;383;253;170;66;1274;190;75;65;24;16;20;17;12;3;5;5;93;;67;;30;;51;;16;;24;;77;;5;;86;;21;;28;;46;;72;;69;;36;;25;;21;;25;;94;;51;;69;;259;;;195;
03461;Wesermarsch;03;69579;70534;37953;29868;294;305;37659;29563;10540;11174;8826;10510;8152;2824;1446;1122;2973;1614;;;1993;898;235;101;235;266;604;340;69;160;267;150;123;33;914;156;64;60;10;12;17;17;10;15;6;4;124;;79;;16;;41;;25;;25;;69;;5;;100;;29;;33;;33;;44;;75;;52;;31;;11;;22;;72;;70;;75;;144;;;107;
03462;Wittmund;03;46072;45632;24414;21812;232;315;24182;21497;7688;8932;5600;7554;4547;1769;748;630;2118;1067;;;1208;502;147;73;116;170;422;270;44;128;198;100;79;42;443;89;40;67;22;8;2;3;7;1;4;3;100;;41;;29;;12;;29;;11;;42;;8;;65;;12;;25;;24;;24;;40;;46;;16;;5;;17;;28;;55;;35;;85;;;89;
03;Niedersachsen;99;6119552;6126291;3766076;3006852;24531;28617;3741545;2978235;1119352;1174739;781873;967811;846522;324221;141841;118385;297385;160342;;;186280;75347;23980;11756;24197;34963;54508;32437;6602;16915;23960;13840;15968;5242;89232;16232;4778;5463;2899;1135;1312;1511;923;916;489;514;10317;;5719;;5641;;5054;;3475;;2140;;9808;;628;;6628;;2027;;2400;;2963;;4399;;6725;;5343;;2594;;1516;;3518;;6372;;6501;;5270;;20406;;;16466;
;
04011;Bremen, Stadt;04;390038;400711;254481;166340;3115;1159;251366;165181;55205;35662;60790;55400;58947;31113;20056;16223;17977;9512;;;11606;5661;1427;437;2077;3456;2646;2394;288;807;682;651;604;370;8744;1742;348;372;109;59;174;215;103;93;24;34;543;;289;;176;;916;;590;;110;;1258;;37;;247;;127;;92;;127;;282;;344;;181;;341;;89;;474;;917;;343;;248;;1828;;;980;
04012;Bremerhaven, Stadt;04;80172;83017;41806;28689;812;307;40994;28382;8873;7691;10776;11136;7443;2884;2788;2276;4473;1693;;;2105;640;209;83;505;473;715;497;96;271;243;183;88;36;1012;197;94;96;29;7;13;14;16;16;5;11;161;;79;;26;;89;;71;;16;;87;;3;;73;;71;;8;;27;;55;;120;;33;;61;;11;;30;;122;;124;;69;;175;;;178;
04;Bremen;99;470210;483728;296287;195029;3927;1466;292360;193563;64078;43353;71566;66536;66390;33997;22844;18499;22450;11205;;;13711;6301;1636;520;2582;3929;3361;2891;384;1078;925;834;692;406;9756;1939;442;468;138;66;187;229;119;109;29;45;704;;368;;202;;1005;;661;;126;;1345;;40;;320;;198;;100;;154;;337;;464;;214;;402;;100;;504;;1039;;467;;317;;2003;;;1158;
;
05111;Düsseldorf, Stadt;05;414530;415747;263153;223845;1417;2483;261736;221362;64587;73625;39877;67870;76394;28099;12587;11402;18079;12533;;;22172;13775;1363;1321;1721;3437;3216;3058;276;732;1097;641;1123;422;7742;1419;255;431;163;80;129;204;162;134;19;34;588;;308;;172;;1041;;199;;168;;1334;;25;;434;;88;;192;;224;;251;;592;;352;;176;;183;;198;;526;;401;;295;;3027;;;2145;
05112;Duisburg, Stadt;05;325373;336313;162888;143261;1549;1944;161339;141317;32106;35285;39558;57685;31533;11185;9320;9218;19359;10157;;;8447;3761;995;382;1220;2031;2952;2172;463;2081;1216;744;579;243;4902;979;288;400;100;85;92;131;307;261;47;58;517;;261;;167;;2223;;121;;89;;422;;25;;431;;192;;142;;137;;216;;469;;101;;120;;74;;135;;272;;412;;286;;1043;;;4459;
05113;Essen, Stadt;05;416106;428584;246269;203073;1877;2118;244392;200955;57242;59285;51163;74179;55645;20330;11303;11086;26304;12010;;;15744;7679;1342;404;1616;3475;4491;2768;415;1538;1495;956;1015;377;6771;1719;293;495;146;71;249;376;268;200;34;60;630;;379;;276;;1276;;200;;142;;713;;36;;551;;124;;192;;185;;288;;538;;231;;228;;136;;171;;423;;363;;261;;1513;;;3947;
05114;Krefeld, Stadt;05;162065;165558;93883;79988;776;1143;93107;78845;24916;26603;17017;26342;22805;8076;4388;4007;7248;4623;;;7041;4090;462;309;694;1299;1500;945;147;479;580;335;379;139;2297;610;121;178;51;32;43;46;63;42;7;11;214;;126;;70;;468;;116;;62;;317;;11;;173;;38;;76;;74;;97;;168;;85;;63;;41;;71;;150;;212;;128;;588;;;679;
05116;Mönchengladbach, Stadt;05;188522;192506;103352;86904;982;1377;102370;85527;30600;33576;16469;26277;23257;7387;4514;4109;8868;4374;;;7215;3640;685;351;807;1169;1892;1109;231;592;664;339;430;178;2685;763;151;209;66;28;44;32;40;53;7;13;259;;175;;51;;617;;83;;72;;243;;19;;221;;43;;91;;86;;107;;238;;63;;77;;49;;73;;198;;260;;143;;577;;;1328;
05117;Mülheim an der Ruhr, Stadt;05;123207;125981;77168;65994;572;916;76596;65078;18298;18732;16230;23993;17594;6533;3243;3556;7396;4724;;;5832;3223;465;151;521;982;1330;876;111;382;508;320;299;137;1880;346;84;136;47;30;35;47;71;61;11;28;202;;106;;73;;287;;56;;33;;196;;13;;146;;37;;104;;54;;84;;194;;84;;40;;48;;53;;120;;172;;102;;437;;;821;
05119;Oberhausen, Stadt;05;150624;155439;82902;70811;851;1230;82051;69581;18091;19572;20422;28286;15337;5636;4109;4680;10010;4090;;;4336;1715;457;175;735;1039;1752;1017;235;882;651;383;299;121;2202;448;126;189;51;33;25;55;70;74;10;15;227;;119;;49;;408;;52;;52;;189;;12;;206;;58;;202;;83;;132;;242;;53;;45;;43;;42;;112;;239;;137;;431;;;1171;
05120;Remscheid, Stadt;05;77129;79005;43470;36218;455;583;43015;35635;11733;12393;8290;12535;9224;2703;1910;1822;4254;2108;;;2932;1371;244;79;343;472;748;458;60;149;273;153;226;106;1020;196;87;84;22;24;31;15;15;14;6;5;101;;65;;59;;353;;39;;21;;67;;9;;95;;37;;41;;41;;55;;91;;37;;43;;19;;13;;71;;98;;53;;189;;;948;
05122;Solingen, Klingenstadt;05;112713;113987;64681;53495;496;718;64185;52777;16506;17940;11310;16533;15870;5351;3090;2992;5869;3109;;;4623;2613;380;183;525;1033;1093;719;75;225;421;296;322;184;1547;287;83;122;27;34;27;26;51;46;12;9;186;;78;;61;;459;;42;;38;;140;;7;;109;;38;;73;;58;;61;;129;;51;;40;;21;;35;;137;;149;;67;;375;;;1075;
05124;Wuppertal, Stadt;05;238998;245963;140535;118361;1050;1352;139485;117009;31132;33224;25947;37596;35420;14905;8565;8641;13628;7052;;;8718;5641;805;487;1032;1989;2489;1583;273;606;778;572;648;322;4182;1000;189;327;89;53;81;65;109;100;16;17;369;;217;;178;;697;;114;;104;;572;;15;;271;;116;;96;;133;;180;;271;;119;;93;;77;;112;;291;;300;;195;;864;;;2829;
05154;Kleve;05;227070;227084;136898;119292;1125;1825;135773;117467;48747;53732;23140;32685;29494;10174;4398;3569;8693;5358;;;9643;5531;732;651;802;1394;2026;1366;177;515;936;607;622;256;2308;377;177;225;73;41;23;26;32;38;11;21;285;;166;;88;;40;;85;;63;;207;;20;;256;;66;;101;;118;;165;;227;;99;;80;;64;;68;;202;;289;;169;;881;;;901;
05158;Mettmann;05;367255;370957;234389;201473;1810;2714;232579;198759;67116;73652;40333;64042;54144;18288;8214;7498;20603;13114;;;18496;9353;1436;742;1783;2939;3919;2698;322;884;1589;1100;1065;439;4623;777;347;614;172;80;65;98;100;58;30;27;661;;322;;251;;893;;140;;151;;589;;35;;522;;129;;202;;163;;304;;602;;263;;171;;121;;124;;337;;499;;287;;1456;;;2356;
05162;Rhein-Kreis Neuss;05;334970;334173;211310;175598;1588;1986;209722;173612;68001;71166;34152;50027;45451;15202;6704;6046;16801;9916;;;18190;10561;1273;586;1433;2612;3240;2229;294;758;1474;964;977;301;4091;829;245;426;185;80;50;78;50;56;20;27;622;;272;;119;;667;;111;;99;;498;;25;;388;;86;;147;;185;;273;;481;;219;;130;;108;;116;;361;;465;;289;;1430;;;1748;
05166;Viersen;05;228023;228136;141515;120707;1125;1612;140390;119095;45987;51351;22425;32999;33174;11405;4794;4361;9873;6179;;;11048;6026;942;500;911;1458;2354;1466;222;652;987;567;495;205;2645;621;189;273;79;38;35;37;22;42;13;20;355;;197;;132;;223;;88;;66;;288;;21;;310;;53;;133;;123;;154;;314;;112;;107;;69;;63;;185;;302;;161;;739;;;895;
05170;Wesel;05;356669;360478;218516;190119;1807;3004;216709;187115;59081;64557;48737;71545;44847;15451;9330;8325;19658;9844;;;14243;6133;1271;551;1337;2459;3652;2362;333;1084;1713;822;681;294;4499;837;315;482;127;74;43;64;128;107;27;59;515;;338;;168;;615;;127;;129;;332;;25;;507;;117;;175;;162;;255;;553;;172;;143;;79;;104;;275;;554;;329;;1013;;;2065;
05314;Bonn, Stadt;05;228055;227483;158398;136146;748;1592;157650;134554;36302;39943;24318;38159;50340;22508;7674;7947;9418;7848;;;11084;9557;765;375;1171;2645;1707;1321;92;280;467;448;1035;410;4955;1102;119;250;99;54;65;93;69;36;11;26;210;;125;;176;;1234;;143;;70;;1054;;17;;158;;48;;85;;77;;180;;154;;297;;64;;114;;213;;419;;155;;107;;2859;;;1552;
05315;Köln, Stadt;05;740448;729081;478587;387748;2527;3759;476060;383989;94223;100960;80808;119279;156515;70697;29156;26661;29372;21176;;;29704;18624;2213;1349;3570;7171;6244;4559;370;1168;1744;1236;2247;1117;16016;3294;519;845;241;121;180;246;354;269;55;121;884;;516;;324;;2115;;431;;223;;3430;;47;;730;;112;;347;;338;;506;;906;;498;;313;;297;;725;;992;;655;;516;;7624;;;5096;
05316;Leverkusen, Stadt;05;116207;117710;69726;57450;580;736;69146;56714;18053;18753;13790;19107;15693;5401;2952;2778;6510;3768;;;4613;2255;419;339;553;922;1048;747;103;245;453;352;313;133;1748;349;109;132;51;11;12;15;62;39;7;11;197;;94;;35;;272;;48;;56;;190;;9;;153;;29;;55;;70;;74;;222;;72;;67;;39;;38;;135;;143;;130;;529;;;1357;
05334;Städteregion Aachen;05;405298;408743;249038;222895;1758;3265;247280;219630;66034;67369;49126;90483;60880;20783;10988;10112;17064;8806;;;14901;7689;1068;864;2236;4471;3323;2218;294;893;1151;800;2261;596;6785;1442;263;406;123;84;60;70;74;48;27;34;543;;243;;142;;670;;157;;120;;1146;;21;;325;;101;;155;;149;;255;;369;;201;;147;;141;;173;;681;;451;;227;;4205;;;2462;
05358;Düren;05;199697;200004;120531;107570;1259;1814;119272;105756;38646;40240;23922;38857;20431;7195;4248;4109;11541;5533;;;8474;3259;747;401;860;1601;2210;1349;243;613;1043;592;513;172;2013;418;258;318;96;43;40;45;20;27;4;10;405;;189;;113;;186;;81;;77;;219;;23;;258;;62;;109;;135;;157;;351;;104;;60;;49;;36;;165;;318;;196;;670;;;974;
05362;Rhein-Erft-Kreis;05;346326;345437;220996;180617;1807;2557;219189;178060;62997;65955;43715;61244;46003;16272;7561;6176;20340;9048;;;16994;7708;1481;1075;1612;2280;3504;2254;339;738;1516;749;768;323;4307;775;354;512;156;63;40;41;50;50;15;18;525;;288;;120;;662;;127;;123;;537;;37;;457;;142;;145;;197;;243;;614;;226;;154;;94;;94;;349;;546;;298;;1459;;;2779;
05366;Euskirchen;05;151478;148868;92833;78817;889;1278;91944;77539;31063;32654;15099;21854;16910;6033;3101;3092;8877;4409;;;7807;4419;632;402;589;966;1668;1106;137;419;752;490;438;161;1715;268;168;251;56;33;14;28;12;17;7;19;286;;147;;94;;56;;71;;49;;184;;14;;196;;44;;88;;107;;115;;240;;98;;67;;38;;41;;119;;269;;152;;424;;;918;
05370;Heinsberg;05;191077;189213;112550;102648;1176;2100;111374;100548;39869;45945;18552;30191;21245;6795;4098;3352;9358;4404;;;7147;3311;1080;845;697;1188;2015;1329;302;942;890;496;437;128;1946;461;166;218;73;45;12;21;18;29;12;16;321;;180;;56;;148;;70;;58;;162;;15;;225;;62;;92;;106;;139;;372;;63;;72;;52;;50;;128;;315;;129;;642;;;832;
05374;Oberbergischer Kreis;05;207897;209600;126841;113900;1184;1703;125657;112197;39855;45524;22044;34291;26072;8975;4505;4775;11601;6387;;;8786;4913;785;379;826;1235;1995;1263;162;578;1144;581;873;303;2305;454;208;344;85;47;21;32;36;48;13;27;341;;155;;624;;216;;102;;89;;237;;25;;247;;88;;109;;138;;102;;283;;108;;102;;47;;62;;180;;273;;154;;659;;;2041;
05378;Rheinisch-Bergischer Kreis;05;218103;217229;148330;125455;866;1233;147464;124222;44232;47728;24012;35903;38570;13937;5015;4753;10646;7633;;;11647;7045;1157;670;834;1494;2137;1431;113;379;819;527;726;294;2674;483;205;318;98;46;30;29;34;38;13;14;330;;182;;181;;217;;87;;79;;422;;9;;240;;44;;98;;101;;111;;274;;187;;101;;75;;62;;224;;272;;173;;1033;;;1500;
05382;Rhein-Sieg-Kreis;05;455483;449917;300253;262151;2237;3395;298016;258756;89675;100071;48389;77449;72121;26425;10666;10402;24211;15145;;;22440;13195;1970;1001;2200;3510;4846;3061;377;1370;1864;1018;1654;581;6262;1239;857;1570;207;109;62;47;72;64;19;43;689;;395;;459;;666;;200;;159;;818;;36;;579;;121;;261;;227;;281;;634;;429;;227;;167;;168;;504;;607;;355;;2142;;;2456;
05512;Bottrop, Stadt;05;87999;89473;52298;44529;495;590;51803;43939;12582;12793;12867;19250;8968;2799;2138;2110;6387;2472;;;3021;1076;262;84;373;530;958;503;97;278;379;171;652;528;1131;226;65;78;27;7;232;456;52;33;5;5;168;;60;;17;;188;;24;;34;;85;;3;;116;;36;;33;;43;;64;;102;;34;;45;;21;;18;;69;;132;;87;;228;;;540;
05513;Gelsenkirchen, Stadt;05;172667;180811;88496;81747;853;1420;87643;80327;17200;18976;22497;37065;13697;4866;4025;4202;14398;6131;;;4573;1771;696;160;566;1095;2215;1047;278;871;691;340;251;130;2306;386;130;227;62;29;52;78;261;302;2;12;287;;162;;73;;1006;;73;;61;;103;;23;;215;;110;;60;;76;;115;;252;;65;;85;;29;;50;;143;;254;;152;;349;;;2639;
05515;Münster, Stadt;05;234502;230294;172718;142460;653;1174;172065;141286;41991;46552;24719;40471;62955;26201;8565;7738;6883;5819;;;9791;6799;734;252;1065;2529;1550;1134;61;313;488;378;1628;974;5537;1211;80;195;64;20;69;76;47;48;6;25;151;;137;;120;;197;;97;;60;;833;;19;;159;;27;;65;;79;;130;;180;;149;;77;;95;;225;;385;;170;;117;;2360;;;551;
05554;Borken;05;278982;276875;181446;155070;997;1902;180449;153168;74957;80204;29102;40490;37233;11817;4563;3654;9778;5204;;;12301;5498;1074;373;959;1638;1762;1064;177;587;1316;626;628;216;2665;482;170;257;81;34;41;52;18;17;6;20;275;;155;;97;;101;;47;;93;;259;;20;;252;;28;;89;;106;;155;;278;;86;;106;;74;;58;;220;;220;;196;;703;;;935;
05558;Coesfeld;05;173128;171164;120049;102969;643;1050;119406;101919;45667;48182;18389;27737;28810;10246;3401;3110;6513;3782;;;7871;4149;572;228;648;1083;1206;865;129;329;1183;878;425;201;1910;353;105;166;60;18;12;25;25;20;6;11;148;;111;;43;;48;;41;;34;;182;;24;;179;;49;;64;;77;;128;;151;;76;;73;;32;;43;;137;;165;;142;;527;;;536;
05562;Recklinghausen;05;469806;479057;274015;236191;2259;3756;271756;232435;69705;74243;64106;93816;50554;17288;10973;11103;31144;12918;;;15959;6639;1572;671;1926;3394;5283;3178;485;1673;2501;1304;916;370;6106;1177;453;743;178;82;105;276;224;209;28;41;725;;460;;197;;1348;;175;;183;;495;;44;;692;;228;;218;;227;;363;;737;;194;;199;;120;;127;;427;;791;;436;;1152;;;3310;
05566;Steinfurt;05;340622;338268;221206;194990;1366;2730;219840;192260;75685;81911;43335;64624;51259;17490;7499;6809;12331;6251;;;13251;6402;1222;761;1282;2219;2374;1588;263;713;1455;943;829;338;3886;708;228;316;99;31;33;40;37;28;27;34;415;;154;;95;;286;;116;;112;;303;;33;;305;;99;;141;;140;;205;;343;;113;;88;;71;;95;;269;;233;;201;;928;;;1054;
05570;Warendorf;05;209212;210359;135952;120687;923;1678;135029;119009;48014;52670;23999;36292;29822;10860;4323;4021;9035;4738;;;9035;4531;935;837;819;1301;1527;1011;145;619;988;557;489;231;2396;398;134;200;78;29;22;27;17;20;10;16;198;;151;;135;;308;;74;;62;;200;;14;;207;;46;;64;;107;;138;;204;;92;;70;;51;;54;;163;;229;;161;;513;;;651;
05711;Bielefeld, Stadt;05;237243;238932;151344;127375;1114;1609;150230;125766;32604;38527;28265;42262;42289;18414;9850;8957;11498;6272;;;8251;3664;880;241;1195;2283;2135;1251;172;505;812;489;793;298;4827;889;170;259;89;36;82;74;74;67;18;29;220;;174;;522;;971;;131;;83;;643;;21;;242;;99;;99;;134;;147;;260;;139;;101;;61;;277;;331;;212;;184;;1175;;;1249;
05754;Gütersloh;05;263291;262976;164120;141757;1124;2150;162996;139607;52419;61325;27534;40300;39536;14287;5613;5336;12505;6716;;;10355;4272;1471;784;1014;1526;2186;1348;215;593;1279;685;854;334;2914;620;177;285;108;47;31;37;25;35;14;25;305;;181;;392;;427;;109;;82;;249;;21;;262;;84;;139;;137;;178;;289;;144;;132;;74;;90;;206;;277;;208;;760;;;1052;
05758;Herford;05;191048;193351;113252;102072;865;1621;112387;100451;29137;34701;25721;37992;24222;9153;4512;4449;11158;5766;;;6463;2701;1428;510;722;1180;1834;1080;153;457;829;439;372;164;2067;413;151;234;64;35;34;57;43;32;3;15;234;;157;;449;;299;;67;;56;;169;;17;;206;;74;;82;;107;;126;;204;;80;;82;;24;;72;;132;;224;;132;;481;;;1073;
05762;Höxter;05;111469;113628;69376;65911;603;1239;68773;64672;27446;32553;11333;17748;11659;4106;2174;2002;5650;2924;;;4449;1974;488;192;437;636;836;584;119;345;641;452;493;300;1165;225;84;97;53;31;16;17;7;11;6;8;117;;59;;119;;100;;35;;24;;73;;14;;116;;39;;39;;82;;81;;125;;58;;35;;32;;27;;82;;131;;84;;245;;;467;
05766;Lippe;05;267750;271166;164091;146244;1464;2445;162627;143799;41966;48102;35954;52340;34841;13802;6171;6572;15680;7894;;;10678;5156;1922;1313;1084;1883;2396;1571;223;700;1290;638;773;282;3314;646;212;296;100;42;31;57;33;34;7;34;351;;229;;1456;;428;;100;;81;;278;;27;;309;;77;;123;;150;;186;;305;;145;;128;;44;;100;;223;;296;;224;;692;;;2437;
05770;Minden-Lübbecke;05;240181;243588;141876;123748;1074;1974;140802;121774;38637;43016;33064;46175;28989;10086;5066;4908;12816;6437;;;8706;4167;1124;594;939;1375;1937;1236;221;472;1005;598;583;222;2879;555;193;244;53;45;44;45;22;51;17;21;229;;175;;877;;225;;107;;60;;231;;23;;263;;79;;88;;117;;126;;242;;176;;84;;53;;69;;207;;276;;183;;617;;;1527;
05774;Paderborn;05;230946;227655;139286;119851;994;1606;138292;118245;49607;58370;19044;27419;31362;11167;4946;5192;11131;5932;;;9196;3934;870;474;945;1575;1662;964;158;542;1030;624;641;245;3170;578;179;216;88;43;30;17;20;25;7;25;235;;145;;398;;313;;81;;65;;315;;20;;210;;51;;96;;157;;175;;207;;123;;74;;60;;84;;313;;198;;155;;731;;;903;
05911;Bochum, Stadt;05;271416;279538;165855;140112;1364;1803;164491;138309;32600;34655;37844;54856;40110;16380;9336;9240;15598;7878;;;9186;4422;962;530;1273;2435;2751;2040;328;1215;1038;617;710;308;5341;1121;242;346;96;42;78;106;220;183;39;33;443;;221;;183;;731;;144;;86;;590;;25;;312;;215;;144;;150;;273;;381;;136;;153;;109;;172;;421;;401;;269;;1180;;;1902;
05913;Dortmund, Stadt;05;412595;420999;241207;199861;1679;3146;239528;196715;46156;49130;54803;77250;59764;24623;13420;12770;22013;11693;;;14207;5957;1400;641;2218;3968;3975;2604;441;1998;1440;862;1097;364;7752;1769;354;669;119;69;162;229;180;261;22;52;648;;367;;146;;1340;;243;;186;;860;;19;;525;;633;;192;;211;;313;;622;;174;;200;;128;;262;;481;;513;;321;;1621;;;1806;
05914;Hagen, Stadt der FernUniversität;05;130560;135884;72691;65301;641;1037;72050;64264;17401;19551;16076;25297;13200;5049;3151;3353;9077;4058;;;4644;2188;542;206;537;839;1419;947;170;430;561;314;348;101;1610;276;107;172;64;32;30;36;83;65;7;10;162;;119;;95;;736;;44;;40;;174;;17;;189;;62;;58;;81;;93;;196;;69;;54;;32;;48;;102;;212;;124;;316;;;1340;
05915;Hamm, Stadt;05;125696;127995;72575;68038;601;1365;71974;66673;19513;24820;16598;25699;13850;4273;2960;3096;7847;2980;;;4182;1767;488;156;579;873;1140;708;148;733;465;275;250;50;1403;278;111;173;40;22;19;35;17;18;7;10;193;;95;;46;;468;;39;;39;;106;;13;;127;;108;;41;;47;;79;;131;;61;;47;;20;;37;;91;;160;;88;;321;;;707;
05916;Herne, Stadt;05;110657;114782;59376;50556;647;792;58729;49764;11770;13028;15717;21426;10264;3711;2971;3083;7776;3224;;;2991;1165;333;197;590;868;1188;689;141;591;476;241;166;68;1422;311;90;143;29;8;23;29;80;61;7;11;196;;108;;81;;663;;45;;38;;121;;12;;159;;40;;60;;58;;108;;182;;42;;42;;26;;36;;126;;185;;101;;266;;;910;
05954;Ennepe-Ruhr-Kreis;05;251943;256497;156316;134030;1202;1781;155114;132249;35800;37469;35666;51567;36561;14202;6316;6966;14231;7832;;;10042;5068;832;561;1530;1857;2831;1908;249;707;1058;616;717;294;3819;725;180;300;91;40;78;95;134;154;13;32;352;;213;;245;;411;;124;;104;;417;;36;;339;;79;;121;;146;;186;;329;;95;;96;;77;;126;;211;;357;;202;;700;;;1856;
05958;Hochsauerlandkreis;05;201504;205528;125070;113822;808;1772;124262;112050;51683;56351;21337;30861;19880;6501;3535;3493;9206;5111;;;8422;4045;1035;577;651;1171;1507;1038;174;528;915;561;494;179;2252;454;173;249;66;40;14;24;25;20;6;18;234;;137;;87;;113;;50;;41;;141;;31;;181;;42;;97;;102;;136;;215;;97;;65;;42;;36;;141;;221;;170;;508;;;829;
05962;Märkischer Kreis;05;302136;311957;170134;146283;1480;2116;168654;144167;52808;55471;32827;48283;30402;10148;6262;6008;16988;9394;;;11983;5420;1240;507;1121;1974;2934;1832;346;917;1369;840;980;343;3092;504;304;470;122;56;59;52;71;54;14;21;489;;252;;541;;605;;97;;98;;312;;35;;398;;78;;155;;134;;209;;395;;156;;114;;58;;84;;228;;349;;253;;692;;;1873;
05966;Olpe;05;102295;103744;64922;56226;454;683;64468;55543;29663;29649;9958;13842;9457;3058;1617;1485;4728;3278;;;4390;1795;391;175;300;424;728;447;72;248;440;295;229;77;996;161;74;112;50;17;19;17;17;11;11;20;95;;67;;46;;55;;26;;26;;72;;47;;95;;26;;45;;33;;70;;77;;65;;43;;17;;11;;57;;82;;77;;196;;;432;
05970;Siegen-Wittgenstein;05;211301;215420;130012;115233;983;1717;129029;113516;37646;41006;26496;40356;22787;8301;5703;5159;13427;7179;;;8638;4039;911;367;805;1215;1949;1316;206;786;1012;585;1561;295;3107;510;217;314;143;65;44;82;29;46;22;19;235;;170;;594;;324;;68;;65;;281;;62;;253;;64;;96;;120;;143;;264;;157;;102;;54;;111;;238;;250;;158;;517;;;1876;
05974;Soest;05;232462;232293;140546;123332;875;1794;139671;121538;46716;51536;25043;38340;29429;9841;5003;4531;11331;6002;;;9811;4672;856;313;845;1499;1915;1253;184;569;1066;729;589;238;2763;537;185;286;63;63;54;42;23;35;13;17;278;;178;;192;;122;;87;;87;;267;;21;;270;;77;;124;;126;;168;;231;;122;;97;;46;;88;;190;;238;;197;;576;;;1035;
05978;Unna;05;304843;309601;181778;158808;1557;2336;180221;156472;43125;45353;45595;66065;37618;13995;7407;7381;17690;8491;;;10643;4633;1354;936;1341;2537;2969;1929;351;1348;1491;812;646;211;3625;727;300;458;107;51;56;59;75;67;36;32;514;;267;;132;;603;;111;;117;;276;;25;;431;;190;;134;;137;;187;;438;;121;;148;;71;;72;;276;;430;;316;;796;;;1387;
05;Nordrhein-Westfalen;99;13149577;13265031;8069019;6941739;60229;95723;8008790;6846016;2237590;2439979;1536734;2307234;1854487;688410;337933;322197;682400;369724;;;535316;274991;50763;27212;56392;99178;122518;80599;11872;38251;53443;31957;38539;15303;187575;37733;11044;17260;4877;2473;2978;4107;4148;3858;812;1339;18359;;10347;;11616;;29125;;5445;;4409;;22541;;1217;;15200;;4815;;6178;;6555;;9067;;16868;;7293;;5470;;3766;;5512;;13425;;15925;;10277;;55959;;;84211;
;
06411;Darmstadt, Wissenschaftsstadt;06;107437;105493;71045;51129;410;439;70635;50690;11506;11422;10721;13434;23761;11488;5030;4325;4569;3451;;;3997;1971;528;291;850;1828;871;524;33;181;189;259;940;227;3656;653;59;127;38;15;36;62;61;51;13;7;118;;63;;165;;319;;90;;41;;580;;16;;74;;19;;60;;46;;84;;102;;97;;46;;77;;124;;348;;83;;80;;1145;;;374;
